,    last_scraped,source,name,description,neighborhood_overview,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
474,09/11/2024,city scrape,Valhalla - Beautiful townhome at the edge of Bozem,Long term townhome rental near Bridger Creek Golf Course,"Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Mountain Home,13/11/2017,"Bozeman, MT","Mountain Home is run by members of the local community, fully owned by locals, and boasts a track record of over two decades in operation. This is advantageous for you, as we possess an in-depth understanding of the region and a profound familiarity with all our vacation rentals in Montana.",within an hour,97%,100%,t,111,196,"['email', 'phone']",t,t,Bozeman,Entire townhouse,Entire home/apt,6,2.5,3,4.0,"[""Refrigerator"", ""Private entrance"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Indoor fireplace"", ""Stove"", ""TV"", ""Coffee maker"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Heating"", ""Washer"", ""Dining table"", ""Oven"", ""Mini fridge"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",150%,1,1125,21.3,368.0,t,13,43,67,288,0,0,2018-01-01,2024-10-01,4.9,4.9,4.9,4.9,4.9,4.9,4.8,t,41,2.1
475,09/11/2024,city scrape,Rustic Overlook- 30 day rental in the new Merin bu,"Located in the heart of Downtown Bozeman.  Smart TV and high-speed Internet, private patio along with a community patio for you and your guests to enjoy.","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Mountain Home,13/11/2017,"Bozeman, MT","Mountain Home is run by members of the local community, fully owned by locals, and boasts a track record of over two decades in operation. This is advantageous for you, as we possess an in-depth understanding of the region and a profound familiarity with all our vacation rentals in Montana.",within an hour,97%,100%,t,111,196,"['email', 'phone']",t,t,Bozeman,Entire condo,Entire home/apt,4,2.5,2,3.0,"[""Refrigerator"", ""Private entrance"", ""Patio or balcony"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Stove"", ""Lockbox"", ""TV"", ""Coffee maker"", ""Fire extinguisher"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Fire pit"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Washer"", ""Dining table"", ""Oven"", ""Mini fridge"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",160%,1,1125,16.2,558.8,t,29,59,60,251,0,0,2018-01-01,2024-10-01,4.9,4.9,4.9,4.9,4.9,4.9,4.8,t,41,2.1
476,09/11/2024,city scrape,"Brentwood House - Furnished, 30+ day home rental i",Furnished 30-day rental in a quiet neighborhood!,"Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Mountain Home,13/11/2017,"Bozeman, MT","Mountain Home is run by members of the local community, fully owned by locals, and boasts a track record of over two decades in operation. This is advantageous for you, as we possess an in-depth understanding of the region and a profound familiarity with all our vacation rentals in Montana.",within an hour,97%,100%,t,111,196,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,8,3.5,4,5.0,"[""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""TV with standard cable"", ""Lockbox"", ""Coffee maker"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hot water kettle"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Cooking basics"", ""Kitchen""]",184%,1,1125,29.9,48.5,t,29,59,89,364,0,0,2018-01-01,2024-10-01,4.9,4.9,4.9,4.9,4.9,4.9,4.8,t,41,2.1
477,09/11/2024,city scrape,"Boylan Place - Cozy, 30+ day rental Northeast of D","Cozy, 30+ day rental Northeast of Downtown Bozeman","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Mountain Home,13/11/2017,"Bozeman, MT","Mountain Home is run by members of the local community, fully owned by locals, and boasts a track record of over two decades in operation. This is advantageous for you, as we possess an in-depth understanding of the region and a profound familiarity with all our vacation rentals in Montana.",within an hour,97%,100%,t,111,196,"['email', 'phone']",t,t,Bozeman,Entire townhouse,Entire home/apt,6,2.0,3,4.0,"[""Patio or balcony"", ""Free parking on premises"", ""Outdoor furniture"", ""Wifi"", ""TV with standard cable"", ""Indoor fireplace"", ""Lockbox"", ""Fire extinguisher"", ""Barbecue utensils"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Dishwasher"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Kitchen""]",85%,1,1125,1.0,1125.0,t,0,0,0,0,0,0,2018-01-01,2024-10-01,4.9,4.9,4.9,4.9,4.9,4.9,4.8,t,41,2.1
478,09/11/2024,city scrape,Fisherman’s Folly,"Enjoy a stylish experience, within a spacious centrally-located home.<br /><br />Fully remodeled mid-century. Ten minute walk to main street with its restaurants, breweries, boutiques and galleries. <br /><br />This is the owner’s principal residence so they’ve made it very warm and comfortable. <br /><br />Double doors open to a patio and large backyard filled with plantings and whimsical touches. On the front side theres a lovely sitting area with a solo fire stove to enjoy.","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Sharon,17/09/2014,"Bozeman, MT","I have had my home and cottage in Bozeman for over 20 years. During that time our family lived abroad in Lugano, Switzerland, and then Surrey, England for over 9 years, returning to our home once or twice a year to stay in touch with lovely Bozeman and our wonderful local friends. We are originally from Connecticut and have lots of family there that we visit regularly. I’ve been back in Bozeman full time for about 8 years and love all the many activities MT has to offer including skiing, snow shoeing, hiking, cycling, camping, tennis, pickleball, yoga  and so much more. 

I have two sons, one who graduated from the US Naval Academy Annapolis and is now a Marine Officer stationed at Camp Lejeune in North Carolina. The other graduated from University College London, England Medical School and is currently working as a doctor in London and is a competitive rower. 

I’m busy managing my rental properties located on the edge of the MSU campus and our lovely Yellow Dogs guest Cottage along with working as a Property Manager for others. 

Our Yellow Dogs are named Rumo & Tater.  You will occasionally see them playing and chasing balls in the fenced in backyard. 
",within an hour,100%,100%,f,3,3,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,5,2.0,2,3.0,"[""First aid kit"", ""Wifi"", ""TV"", ""Carbon monoxide alarm"", ""Fire pit"", ""Free parking on premises"", ""Dedicated workspace"", ""Smoke alarm"", ""Exercise equipment"", ""BBQ grill"", ""Fire extinguisher"", ""Washer"", ""Air conditioning"", ""Kitchen""]",295%,4,60,4.0,1125.0,t,0,0,0,29,1,0,03/01/2024,03/01/2024,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,0.1
479,09/11/2024,city scrape,Urban Oasis for One,"Keep it simple at this peaceful and centrally-located place. Steps from Wild Crumb Bakery and Treeline Coffee, this brand new quiet spot is a perfect place to unwind at the end of the day. Includes small fridge and coffee making area but not a full kitchen, so this would be perfect for someone who enjoys eating out at Mountains Walking, Finks,  and all the restaurants on nearby Main Street. Separate entrance.","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Kristen,24/04/2012,"Bozeman, MT","Hello! I've been an airbnb host and traveler for many years. What I love most about Bozeman is the community... and of course enjoying the snow, hot springs, documentary films, great coffee, and tasty beer.  ",within an hour,90%,98%,t,3,6,"['email', 'phone', 'work_email']",t,t,Bozeman,Entire guesthouse,Entire home/apt,1,1.0,1,1.0,"[""Lockbox"", ""Refrigerator"", ""Self check-in"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Hot water"", ""Coffee maker"", ""Conditioner"", ""Free parking on premises"", ""Long term stays allowed"", ""Smoke alarm"", ""Heating"", ""Wifi"", ""Hot water kettle""]",89%,30,365,30.0,365.0,t,0,3,33,301,0,0,2018-01-01,2024-10-01,4.9,4.9,4.9,4.9,4.9,4.9,4.8,t,3,2.1
480,09/11/2024,city scrape,Downtown Chic Urban Abode,"Located in downtown Bozeman this fully renovated condo is housed in a historical commercial building on Main Street. With an alley exit you will be within walking distance of your favorite restaurants, theaters, stores and coffee houses. Amenities include: a fully equipped kitchen, granite countertops, gallery lighting, collectible art prints, high-end furniture, library, wood floors, high ceilings, laundry, smart tv, separate heat and air conditioning.  Quiet and cozy;this home is a hidden gem!","The walkability is amazing from the condo with restaurants, coffee houses, retail stores, libraries, museums, co-ops, theaters, cultural centers all within walking distance.",Carla,01/03/2014,"Bozeman, MT","Hi, 
Welcome to Bozeman where my husband and I have been in the hospitality industry for close to 40 years. We owned and operated a restaurant on Main Street and most recently host vacation rentals. It is truly our passion, and it is our goal to meet your expectations for your time in Bozeman. We know the area like the back of our hand and would be delighted to answer questions and guide you in the right direction:)
We look forward to hosting you in 
Montana’s Big Sky Country!",within an hour,100%,100%,t,3,3,"['email', 'phone']",t,t,Bozeman,Entire serviced apartment,Entire home/apt,2,1.5,1,1.0,"[""Refrigerator"", ""Carbon monoxide alarm"", ""Wifi"", ""First aid kit"", ""Body soap"", ""TV"", ""Cleaning products"", ""Fire extinguisher"", ""Hair dryer"", ""Bathtub"", ""Essentials"", ""Shower gel"", ""Dishes and silverware"", ""Heating"", ""Washer"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",199%,3,365,3.0,1125.0,t,30,60,90,353,20,2,05/12/2023,14/10/2024,4.9,4.95,5.0,4.9,5.0,4.9,4.85,t,3,1.76
481,09/11/2024,city scrape,Blackhaüs,Keep it simple at this peaceful and centrally-located place.  Downtown living while tucked away and on the Bozeman creek. Enjoy quick access to Galligator Trail down the street that winds through town and into mountain trails.,"Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Kate,01/05/2023,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within an hour,100%,100%,f,2,2,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,4,2.0,2,2.0,"[""Refrigerator"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Smart lock"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Toaster"", ""Free washer \u2013 In unit"", ""Central heating"", ""Oven"", ""Iron"", ""Coffee maker: drip coffee maker, french press, pour-over coffee"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Kitchen""]",274%,3,365,3.0,365.0,t,1,3,3,98,22,1,27/12/2023,14/10/2024,4.95,5.0,5.0,5.0,5.0,5.0,4.91,f,1,2.07
482,09/11/2024,city scrape,"Modern townhouse - views, near MSU & downtown!","*Minimum 30-day rental* Spacious, modern townhome in Bozeman, across from open farmland & surrounded by stunning mountain views. The Western decor, luxury finishes and vaulted living room ceiling provide a relaxing setting. The open plan includes a beautiful stone fireplace and a well-equipped kitchen with island seating that opens to a covered patio. < 2 hours to Yellowstone & <1 hour from skiing at Big Sky and Bridger Bowl. Easy access to hiking trails, fishing & other recreational activities!","Alder Creek is a quiet neighborhood on Bozeman's southside with a park-like feel. It has fantastic mountain views, scenic walking trails, a central park and Alder Creek running through the area. The neighborhood consists of modern homes designed for family living. It is located just a short walk from Montana State University and has easy access to a variety of outdoor recreation areas, hiking rails and ski areas in and around Bozeman.",Susan,05/11/2023,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within a few hours,100%,100%,t,2,2,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,8,2.5,3,6.0,"[""Children\u2019s dinnerware"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Laundromat nearby"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Microwave"", ""Wifi"", ""Mountain view"", ""Cleaning available during stay"", ""First aid kit"", ""Body soap"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Pets allowed"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Whirlpool stainless steel gas stove"", ""Free residential garage on premises \u2013 2 spaces"", ""Self check-in"", ""Freezer"", ""Indoor fireplace: gas"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Toaster"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Children's playroom"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Whirlpool stainless steel single oven"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Clothing storage: walk-in closet and dresser"", ""Kitchen""]",145%,30,365,30.0,365.0,t,0,0,6,249,2,0,31/05/2024,24/08/2024,5.0,5.0,5.0,5.0,5.0,4.5,5.0,f,2,0.37
483,09/11/2024,city scrape,Modern Bozeman Escape w/ Bridger Mountain Views!,"Experience a trip to Montana from this spacious 4-bedroom, 4-bath townhome with stunning mountain views. Located a few miles from downtown Bozeman and close to outdoor adventures, this vacation rental is the perfect home base. Walk to the waterfront at Glen Rotary Park, hit the slopes at Bridger Bowl Ski Area, or spend a day exploring Yellowstone National Park. After a day of adventure, relax by the fireplace or gather around the dining table for a memorable evening with family and friends.","DOWNTOWN SITES (~2 miles): Bozeman Co-op West Main, Emerson Center for the Arts & Culture, Willson Auditorium, Gallatin History Museum, City of Bozeman Bogert Park, Peets Hill/Burke Park, Lindley Park, Gallagator Trail, shops, restaurants, cafes, lounges <br />OUTDOOR RECREATION: Glen Rotary Park (on-site), Bridger Creek Golf Course (2 miles), Gallatin County Regional Park (4 miles), Montana Grizzly Encounter (14 miles), Bridger Bowl Ski Area (16 miles), Custer Gallatin National Forest (66 miles), Yellowstone National Park (80 miles) <br />FAMILY ATTRACTIONS: Bozeman Brewery Historic District (2 miles), Montana State University (3 miles), Museum of the Rockies (4 miles) <br />AIRPORT: Bozeman Yellowstone International Airport (9 miles)",Evolve,24/03/2017,United States,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",within an hour,99%,99%,f,1147,2138,"['email', 'phone']",t,f,Bozeman,Entire townhouse,Entire home/apt,12,4.0,4,6.0,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Clothing storage"", ""Indoor fireplace"", ""Exterior security cameras on property"", ""First aid kit"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Washer"", ""Board games"", ""Dining table"", ""Oven"", ""Iron"", ""Crib"", ""Hot water"", ""Ceiling fan"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",487%,3,1125,3.0,1125.0,t,23,28,51,263,6,1,09/06/2024,13/10/2024,5.0,5.0,5.0,5.0,4.83,5.0,4.83,t,12,1.17
484,09/11/2024,city scrape,Downtown Luxury Loft,"Welcome to our luxurious downtown loft only steps from Main St! This spacious retreat boasts modern elegance with rustic touches. Enjoy restfull evenings in our luxury beds, unwind in the cozy living area, and cook in the gourmet kitchen. Steps away from vibrant eateries, galleries, and boutiques, it's the perfect urban escape. Ideal for adventurers and urban explorers seeking comfort and style in the heart of Bozeman's charm.<br /><br />Allow me to be your local guide to this beautiful place I call home!",This condo is located in the heat of Downtown Bozeman,Payton,07/11/2023,"Bozeman, MT",We are two brothers who were born and raised in Bozeman MT and we are excited to show you around our town!,within an hour,100%,99%,t,17,17,"['email', 'phone']",t,t,Bozeman,Entire rental unit,Entire home/apt,7,2.0,2,4.0,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Cleaning available during stay"", ""First aid kit"", ""Body soap"", ""55 inch HDTV with Roku"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Single level home"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Free parking on premises \u2013 1 space"", ""Central heating"", ""Wine glasses"", ""Sound system"", ""Dining table"", ""Iron"", ""Stainless steel single oven"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Samsung stainless steel electric stove"", ""Hot water"", ""Coffee"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Clothing storage: walk-in closet"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",210%,1,365,2.0,1125.0,t,21,40,68,328,61,6,19/12/2023,28/10/2024,4.97,4.98,4.98,4.95,4.97,4.98,4.89,f,3,5.6
485,09/11/2024,city scrape,Concrete Cowboy | Downtown Luxury Livin',"Embrace urban luxury at our downtown Bozeman loft! Just steps from Main St. this condo offers upscale comfort and unparalleled convenience. Walk to nearby eateries, shops, and entertainment hubs, immersing yourself in Bozeman's vibrant culture. Perfect for those craving a stylish stay with easy access to the city's best attractions, our loft promises a prime location for a memorable urban getaway.<br /><br />Book today and enjoy all that Bozeman has to offer! <br /><br />Rental Car Available",This condo is in the heart of downtown Bozeman! Only a couple blocks off of Main Street allows guests to take advantage of everything Bozeman has to offer!,Payton,07/11/2023,"Bozeman, MT",We are two brothers who were born and raised in Bozeman MT and we are excited to show you around our town!,within an hour,100%,99%,t,17,17,"['email', 'phone']",t,t,Bozeman,Entire rental unit,Entire home/apt,7,2.0,2,4.0,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Cleaning available during stay"", ""First aid kit"", ""Body soap"", ""55 inch HDTV with Roku"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Crib - always at the listing"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Single level home"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Stainless steel single oven"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Samsung stainless steel electric stove"", ""Hot water"", ""Coffee"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Clothing storage: walk-in closet"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",210%,1,365,2.0,1125.0,t,23,38,65,320,52,2,18/12/2023,20/10/2024,4.94,4.96,4.98,4.98,4.96,4.94,4.88,f,3,4.76
486,09/11/2024,city scrape,Contemporary Downtown Hideaway,"Enjoy a relaxing stay in this 2BR + 1 BA apartment in downtown Bozeman. Centered between the 7th street corridor and the heart of downtown, making this the perfect location for restaurants, coffee shops, music, nightlife, shopping and more! Close to skiing, hiking, fishing, hot springs and short drive to YNP. This newly remodeled contemporary space sleep 6 guests with a pull out queen bed.  See all that Bozeman has to offer!","5 minute walking distance to the heart of downtown Bozeman.  Perfect for concerts at the ELM, Sweat Pea Festival, the Christmas Stroll and other downtown events.",Sherine,17/10/2022,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within an hour,100%,97%,t,1,1,"['email', 'phone']",t,t,Bozeman,Entire rental unit,Entire home/apt,6,1.0,2,3.0,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Cleaning available during stay"", ""Body soap"", ""TV"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Trash compactor"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Clothing storage: closet"", ""Baking sheet"", ""Washer"", ""Central heating"", ""Wine glasses"", ""Iron"", ""Stainless steel single oven"", ""Free dryer \u2013 In unit"", ""Electric stove"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",156%,2,183,2.0,183.0,t,16,32,62,237,31,3,13/01/2024,01/11/2024,4.94,4.9,5.0,4.84,4.94,4.9,4.94,f,1,3.08
487,09/11/2024,city scrape,Bozeman SOBO Loft 307 - Wonderful one bedroom apar,Wonderful one bedroom apartment near Downtown Bozeman,"Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Mountain Home,13/11/2017,"Bozeman, MT","Mountain Home is run by members of the local community, fully owned by locals, and boasts a track record of over two decades in operation. This is advantageous for you, as we possess an in-depth understanding of the region and a profound familiarity with all our vacation rentals in Montana.",within an hour,97%,100%,t,111,196,"['email', 'phone']",t,t,Bozeman,Entire rental unit,Entire home/apt,3,1.0,1,2.0,"[""Refrigerator"", ""Patio or balcony"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""TV with standard cable"", ""Stove"", ""Coffee maker"", ""Hair dryer"", ""Hot water kettle"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Free washer \u2013 In unit"", ""Dining table"", ""Oven"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Mini fridge"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",109%,1,1125,2.7,163.8,t,22,37,51,299,11,2,21/01/2024,01/11/2024,4.82,5.0,4.91,4.82,4.82,4.82,4.73,t,41,1.12
488,09/11/2024,city scrape,Cozy Apartment in Valley West,"Welcome to our cozy one-bedroom apartment located in the heart of Bozeman, MT's Valley West neighborhood. This centrally located apartment offers a comfortable and convenient living space, ideal for your stay in the area.","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Colette,02/10/2017,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within an hour,100%,100%,t,1,1,"['email', 'phone']",t,t,Bozeman,Entire rental unit,Entire home/apt,4,1.0,1,1.0,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Heating - split type ductless system"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Wifi"", ""Dryer \u2013\u00a0In unit"", ""Lockbox"", ""First aid kit"", ""Body soap"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Toaster"", ""Baking sheet"", ""Washer"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Stainless steel single oven"", ""AC - split type ductless system"", ""Electric stove"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Coffee"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Clothing storage: walk-in closet"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",121%,2,30,2.0,30.0,t,25,36,66,154,32,2,18/02/2024,24/10/2024,5.0,4.97,5.0,5.0,4.97,4.97,5.0,f,1,3.61
489,09/11/2024,city scrape,Bozeman Bungalow: Pet Friendly w/ Fenced Yard,"Centrally-located in Bozeman’s west side neighborhood this 2 bedroom, 2 bathroom townhome is perfect for your long stay. A fenced yard, covered patio and peaceful outdoor space are yours to relax in. Directly across from a 9 acre park, with a stunning view of Bozeman’s Bridger mountains. There is a one car garage for parking or extra storage needs. The open space kitchen, dining and living room with vaulted ceilings are perfect for preparing meals or relaxing after a full day of adventure.","Located on Bozeman's west side near the newly built Gallatin High School. This townhome is directly across from a large city park, perfect to go walk with your dog. This is a quite neighborhood with families located about 4 miles from downtown Bozeman.",Renee,07/02/2016,"Bozeman, MT","Hello! I am a thirty something enjoying life in Bozeman, Montana. I grew up in the Seattle, WA area but moved to Bozeman 20 years ago to attend Montana State University. After college, I traveled for the next few years to recruit students to attend MSU. I was able to travel all around Montana and many other states from Alaska to Virginia. The last few years I have ignited my passion for pets and gotten involved in the retail pet industry.",within an hour,100%,80%,f,1,3,"['email', 'phone', 'work_email']",t,t,Bozeman,Entire home,Entire home/apt,4,2.0,2,2.0,"[""Private entrance"", ""Portable fans"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Mountain view"", ""Indoor fireplace"", ""Clothing storage: walk-in closet and closet"", ""Safe"", ""First aid kit"", ""Body soap"", ""Fridgidaire stainless steel oven"", ""Pets allowed"", ""Coffee maker"", ""Long term stays allowed"", ""47 inch TV"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Essentials"", ""Freezer"", ""Babysitter recommendations"", ""Shower gel"", ""Dishes and silverware"", ""Dishwasher"", ""Frigidaire electric stove"", ""Toaster"", ""Single level home"", ""Park view"", ""Baking sheet"", ""Fridgidaire refrigerator"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Wine glasses"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",179%,28,180,28.0,180.0,t,27,57,87,201,2,0,22/06/2024,20/08/2024,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0.43
